Time,Close
2018-01-08,13446.2
2018-01-15,11528.4
2018-01-22,11839.4
2018-01-29,8188.0
2018-02-05,8060.0
2018-02-12,10383.4
2018-02-19,9585.9
2018-02-26,11515.0
2018-03-05,9525.0
2018-03-12,8170.0
2018-03-19,8450.8
2018-03-26,6813.4
2018-04-02,7024.4
2018-04-09,8350.0
2018-04-16,8797.2
2018-04-23,9418.7
2018-04-30,9664.2
2018-05-07,8676.2
2018-05-14,8530.0
2018-05-21,7349.6
2018-05-28,7717.7
2018-06-04,6761.0
2018-06-11,6445.0
2018-06-18,6141.0
2018-06-25,6360.2
2018-07-02,6705.3
2018-07-09,6349.6
2018-07-16,7395.7
2018-07-23,8211.9
2018-07-30,7018.2
2018-08-06,6307.3
2018-08-13,6473.1
2018-08-20,6697.6
2018-08-27,7301.6
2018-09-03,6248.2
2018-09-10,6500.8
2018-09-17,6708.1
2018-09-24,6625.0
2018-10-01,6614.6
2018-10-08,6335.0
2018-10-15,6596.7
2018-10-22,6490.0
2018-10-29,6486.3
2018-11-05,6451.4
2018-11-12,5664.8
2018-11-19,4087.0
2018-11-26,4160.6
2018-12-03,3548.4
2018-12-10,3228.4
2018-12-17,3928.5
2018-12-24,3801.7
2018-12-31,3990.6
2019-01-07,3477.0
2019-01-14,3535.2
2019-01-21,3551.0
2019-01-28,3458.0
2019-02-04,3680.0
2019-02-11,3667.9
2019-02-18,3748.2
2019-02-25,3806.7
2019-03-04,3916.0
2019-03-11,3982.1
2019-03-18,3991.1
2019-03-25,4103.1
2019-04-01,5172.3
2019-04-08,5132.3
2019-04-15,5259.5
2019-04-22,5309.3
2019-04-29,5772.6
2019-05-06,6976.1
2019-05-13,8160.6
2019-05-20,8610.7
2019-05-27,8725.0
2019-06-03,7630.6
2019-06-10,8953.0
2019-06-17,10906.2
2019-06-24,10848.5
2019-07-01,11410.8
2019-07-08,10181.3
2019-07-15,10584.0
2019-07-22,9545.0
2019-07-29,10931.7
2019-08-05,11535.6
2019-08-12,10306.7
2019-08-19,10135.1
2019-08-26,9733.5
2019-09-02,10384.5
2019-09-09,10301.0
2019-09-16,10025.5
2019-09-23,8041.8
2019-09-30,7860.1
2019-10-07,8278.1
2019-10-14,8219.6
2019-10-21,9528.9
2019-10-28,9195.3
2019-11-04,9036.3
2019-11-11,8498.0
2019-11-18,6902.6
2019-11-25,7392.0
2019-12-02,7508.5
2019-12-09,7118.7
2019-12-16,7497.5
2019-12-23,7389.0
2019-12-30,7357.8
2020-01-06,8185.4
2020-01-13,8703.2
2020-01-20,8614.4
2020-01-27,9333.1
2020-02-03,10154.0
2020-02-10,9917.7
2020-02-17,9935.4
2020-02-24,8531.3
2020-03-02,8035.7
2020-03-09,5363.6
2020-03-16,5817.1
2020-03-23,5881.3
2020-03-30,6771.9
2020-04-06,6904.9
2020-04-13,7120.5
2020-04-20,7695.6
2020-04-27,8895.7
2020-05-04,8722.8
2020-05-11,9679.0
2020-05-18,8718.0
2020-05-25,9450.2
2020-06-01,9745.9
2020-06-08,9343.3
2020-06-15,9295.7
2020-06-22,9117.4
2020-06-29,9073.5
2020-07-06,9300.0
2020-07-13,9207.6
2020-07-20,9931.5
2020-07-27,11070.8
2020-08-03,11679.2
2020-08-10,11910.0
2020-08-17,11647.2
2020-08-24,11712.3
2020-08-31,10256.7
2020-09-07,10330.0
2020-09-14,10921.1
2020-09-21,10773.6
2020-09-28,10667.9
2020-10-05,11371.4
2020-10-12,11501.3
2020-10-19,13002.0
2020-10-26,13643.3
2020-11-02,15449.0
2020-11-09,15816.0
2020-11-16,18389.2
2020-11-23,18181.2
2020-11-30,19361.1
2020-12-07,19177.9
2020-12-14,23471.7
2020-12-21,26290.0
2020-12-28,33010.0
2021-01-04,38158.8
2021-01-11,35833.9
2021-01-18,32264.9
2021-01-25,33102.9
2021-02-01,38805.6
2021-02-08,48591.0
2021-02-15,57407.7
2021-02-22,45132.0
2021-03-01,50979.5
2021-03-08,58989.9
2021-03-15,57339.0
2021-03-22,55781.5
2021-03-29,58198.2
2021-04-05,59995.7
2021-04-12,56145.9
2021-04-19,49067.8
2021-04-26,56577.6
2021-05-03,58247.1
2021-05-10,46415.8
2021-05-17,34690.7
2021-05-24,35650.4
2021-05-31,35799.7
2021-06-07,39023.0
2021-06-14,35598.9
2021-06-21,34699.6
2021-06-28,35282.3
2021-07-05,34257.4
2021-07-12,31779.9
2021-07-19,35388.0
2021-07-26,39834.1
2021-08-02,43802.6
2021-08-09,46979.5
2021-08-16,49251.8
2021-08-23,48759.9
2021-08-30,51769.2
2021-09-06,46020.9
2021-09-13,47244.4
2021-09-20,43172.1
2021-09-27,48207.0
2021-10-04,54656.8
2021-10-11,61523.5
2021-10-18,60855.2
2021-10-25,61306.7
2021-11-01,63258.6
2021-11-08,65499.9
2021-11-15,58601.9
2021-11-22,57286.8
2021-11-29,49393.5
2021-12-06,50063.2
2021-12-13,46680.1
2021-12-20,50775.0
2021-12-27,47290.0
2022-01-03,41866.8
2022-01-10,43069.4
2022-01-17,36257.6
2022-01-24,37894.1
2022-01-31,42380.4
2022-02-07,42053.9
2022-02-14,38380.0
2022-02-21,37698.0
2022-02-28,38415.0
2022-03-07,37779.9
2022-03-14,41262.0
2022-03-21,46824.1
2022-03-28,46409.9
2022-04-04,42149.4
2022-04-11,39676.0
2022-04-18,39454.9
2022-04-25,38468.4
2022-05-02,34048.4
2022-05-09,31330.2
2022-05-16,30295.6
2022-05-23,29467.1
2022-05-30,29916.0
2022-06-06,26579.4
2022-06-13,20574.5
2022-06-20,21040.8
2022-06-27,19317.0
2022-07-04,20859.7
2022-07-11,20799.1
2022-07-18,22581.4
2022-07-25,23297.2
2022-08-01,23174.1
