Time,Close
2023-05-10 11:00:00,27675.2
2023-05-10 12:00:00,28174.8
2023-05-10 13:00:00,28168.7
2023-05-10 14:00:00,28094.4
2023-05-10 15:00:00,28153.8
2023-05-10 16:00:00,28177.9
2023-05-10 17:00:00,27494.0
2023-05-10 18:00:00,27430.0
2023-05-10 19:00:00,27686.7
2023-05-10 20:00:00,27854.6
2023-05-10 21:00:00,27507.8
2023-05-10 22:00:00,27669.1
2023-05-10 23:00:00,27598.8
2023-05-11 00:00:00,27513.9
2023-05-11 01:00:00,27550.3
2023-05-11 02:00:00,27489.9
2023-05-11 03:00:00,27448.6
2023-05-11 04:00:00,27491.6
2023-05-11 05:00:00,27532.8
2023-05-11 06:00:00,27504.1
2023-05-11 07:00:00,27451.8
2023-05-11 08:00:00,27388.0
2023-05-11 09:00:00,27419.9
2023-05-11 10:00:00,27455.3
2023-05-11 11:00:00,27404.7
2023-05-11 12:00:00,27399.6
2023-05-11 13:00:00,27205.7
2023-05-11 14:00:00,27125.1
2023-05-11 15:00:00,27177.6
2023-05-11 16:00:00,27131.1
2023-05-11 17:00:00,26910.8
2023-05-11 18:00:00,26964.6
2023-05-11 19:00:00,26839.4
2023-05-11 20:00:00,26994.0
2023-05-11 21:00:00,26976.4
2023-05-11 22:00:00,26904.0
2023-05-11 23:00:00,26968.0
2023-05-12 00:00:00,27035.9
2023-05-12 01:00:00,26875.5
2023-05-12 02:00:00,26644.1
2023-05-12 03:00:00,26584.1
2023-05-12 04:00:00,26654.4
2023-05-12 05:00:00,26274.8
2023-05-12 06:00:00,26303.2
2023-05-12 07:00:00,26308.1
2023-05-12 08:00:00,26289.6
2023-05-12 09:00:00,26381.6
2023-05-12 10:00:00,26344.7
2023-05-12 11:00:00,26348.8
2023-05-12 12:00:00,26411.1
2023-05-12 13:00:00,26455.5
2023-05-12 14:00:00,26318.6
2023-05-12 15:00:00,26314.3
2023-05-12 16:00:00,26287.9
2023-05-12 17:00:00,26300.1
2023-05-12 18:00:00,26301.2
2023-05-12 19:00:00,26453.2
2023-05-12 20:00:00,26437.7
2023-05-12 21:00:00,26748.8
2023-05-12 22:00:00,26685.7
2023-05-12 23:00:00,26794.0
2023-05-13 00:00:00,26838.0
2023-05-13 01:00:00,26830.3
2023-05-13 02:00:00,26776.1
2023-05-13 03:00:00,26807.9
2023-05-13 04:00:00,26798.3
2023-05-13 05:00:00,26742.2
2023-05-13 06:00:00,26735.0
2023-05-13 07:00:00,26773.0
2023-05-13 08:00:00,26800.3
2023-05-13 09:00:00,26844.8
2023-05-13 10:00:00,26833.4
2023-05-13 11:00:00,26825.2
2023-05-13 12:00:00,26826.6
2023-05-13 13:00:00,26824.7
2023-05-13 14:00:00,26790.3
2023-05-13 15:00:00,26815.5
2023-05-13 16:00:00,26824.9
2023-05-13 17:00:00,26814.2
2023-05-13 18:00:00,26781.1
2023-05-13 19:00:00,26840.6
2023-05-13 20:00:00,26905.8
2023-05-13 21:00:00,26860.9
2023-05-13 22:00:00,26889.6
2023-05-13 23:00:00,26770.9
2023-05-14 00:00:00,26737.6
2023-05-14 01:00:00,26727.2
2023-05-14 02:00:00,26811.4
2023-05-14 03:00:00,26865.8
2023-05-14 04:00:00,26826.2
2023-05-14 05:00:00,26830.1
2023-05-14 06:00:00,26842.9
2023-05-14 07:00:00,26854.8
2023-05-14 08:00:00,26844.7
2023-05-14 09:00:00,26843.5
2023-05-14 10:00:00,26833.1
2023-05-14 11:00:00,26811.4
2023-05-14 12:00:00,26873.5
2023-05-14 13:00:00,26913.2
2023-05-14 14:00:00,26963.1
2023-05-14 15:00:00,27081.8
2023-05-14 16:00:00,26960.8
2023-05-14 17:00:00,26940.1
2023-05-14 18:00:00,26921.8
2023-05-14 19:00:00,26881.6
2023-05-14 20:00:00,26940.9
2023-05-14 21:00:00,26902.8
2023-05-14 22:00:00,26899.9
2023-05-14 23:00:00,26915.7
2023-05-15 00:00:00,26799.5
2023-05-15 01:00:00,27213.9
2023-05-15 02:00:00,27160.5
2023-05-15 03:00:00,27230.5
2023-05-15 04:00:00,27286.7
2023-05-15 05:00:00,27338.7
2023-05-15 06:00:00,27477.4
2023-05-15 07:00:00,27409.3
2023-05-15 08:00:00,27434.2
2023-05-15 09:00:00,27390.6
2023-05-15 10:00:00,27416.9
2023-05-15 11:00:00,27333.4
2023-05-15 12:00:00,27399.3
2023-05-15 13:00:00,27377.7
2023-05-15 14:00:00,27406.8
2023-05-15 15:00:00,27396.7
2023-05-15 16:00:00,27485.9
2023-05-15 17:00:00,27509.8
2023-05-15 18:00:00,27434.9
2023-05-15 19:00:00,27420.8
2023-05-15 20:00:00,27346.5
2023-05-15 21:00:00,27363.1
2023-05-15 22:00:00,27309.1
2023-05-15 23:00:00,27164.6
2023-05-16 00:00:00,27206.8
2023-05-16 01:00:00,27025.4
2023-05-16 02:00:00,27087.1
2023-05-16 03:00:00,27135.0
2023-05-16 04:00:00,27115.5
2023-05-16 05:00:00,27062.3
2023-05-16 06:00:00,27068.8
2023-05-16 07:00:00,27249.9
2023-05-16 08:00:00,27201.8
2023-05-16 09:00:00,27088.6
2023-05-16 10:00:00,27014.8
2023-05-16 11:00:00,27060.0
2023-05-16 12:00:00,27059.0
2023-05-16 13:00:00,26982.5
2023-05-16 14:00:00,26982.5
2023-05-16 15:00:00,27041.0
2023-05-16 16:00:00,27055.2
2023-05-16 17:00:00,27086.8
2023-05-16 18:00:00,27052.5
2023-05-16 19:00:00,26931.7
2023-05-16 20:00:00,26955.6
2023-05-16 21:00:00,27015.0
2023-05-16 22:00:00,26998.9
2023-05-16 23:00:00,27034.0
2023-05-17 00:00:00,27099.1
2023-05-17 01:00:00,27168.5
2023-05-17 02:00:00,27062.1
2023-05-17 03:00:00,27062.9
2023-05-17 04:00:00,27075.8
2023-05-17 05:00:00,26991.6
2023-05-17 06:00:00,27000.3
2023-05-17 07:00:00,26845.5
2023-05-17 08:00:00,26807.6
2023-05-17 09:00:00,26868.3
2023-05-17 10:00:00,26868.9
2023-05-17 11:00:00,26637.1
2023-05-17 12:00:00,26672.5
2023-05-17 13:00:00,26630.5
2023-05-17 14:00:00,26783.7
2023-05-17 15:00:00,26797.8
2023-05-17 16:00:00,26907.3
2023-05-17 17:00:00,27085.8
2023-05-17 18:00:00,27094.9
2023-05-17 19:00:00,27380.5
2023-05-17 20:00:00,27340.6
2023-05-17 21:00:00,27365.1
2023-05-17 22:00:00,27332.0
2023-05-17 23:00:00,27405.3
2023-05-18 00:00:00,27355.2
2023-05-18 01:00:00,27320.8
2023-05-18 02:00:00,27350.1
2023-05-18 03:00:00,27364.9
2023-05-18 04:00:00,27303.1
2023-05-18 05:00:00,27220.9
2023-05-18 06:00:00,27211.1
2023-05-18 07:00:00,27389.0
2023-05-18 08:00:00,27384.4
2023-05-18 09:00:00,27404.7
2023-05-18 10:00:00,27347.0
2023-05-18 11:00:00,27400.0
2023-05-18 12:00:00,27237.3
2023-05-18 13:00:00,27260.0
2023-05-18 14:00:00,27245.0
2023-05-18 15:00:00,27086.6
2023-05-18 16:00:00,27070.8
2023-05-18 17:00:00,26493.0
2023-05-18 18:00:00,26618.8
2023-05-18 19:00:00,26733.9
2023-05-18 20:00:00,26720.5
2023-05-18 21:00:00,26921.1
2023-05-18 22:00:00,26892.0
2023-05-18 23:00:00,26818.6
2023-05-19 00:00:00,26884.8
2023-05-19 01:00:00,26805.5
2023-05-19 02:00:00,26803.4
2023-05-19 03:00:00,26835.1
2023-05-19 04:00:00,26880.4
2023-05-19 05:00:00,26877.9
2023-05-19 06:00:00,26909.0
2023-05-19 07:00:00,26858.1
2023-05-19 08:00:00,26889.6
2023-05-19 09:00:00,26845.1
2023-05-19 10:00:00,26822.6
2023-05-19 11:00:00,26858.2
2023-05-19 12:00:00,26910.2
2023-05-19 13:00:00,26867.0
2023-05-19 14:00:00,26838.1
2023-05-19 15:00:00,26885.8
2023-05-19 16:00:00,26838.0
2023-05-19 17:00:00,26920.2
2023-05-19 18:00:00,26893.9
2023-05-19 19:00:00,26836.4
2023-05-19 20:00:00,26835.2
2023-05-19 21:00:00,26907.1
2023-05-19 22:00:00,26872.3
2023-05-19 23:00:00,26885.3
2023-05-20 00:00:00,26844.5
2023-05-20 01:00:00,26862.9
2023-05-20 02:00:00,26837.5
2023-05-20 03:00:00,26867.0
2023-05-20 04:00:00,26874.9
2023-05-20 05:00:00,26868.9
2023-05-20 06:00:00,26856.4
2023-05-20 07:00:00,26856.5
2023-05-20 08:00:00,26914.0
2023-05-20 09:00:00,26883.0
2023-05-20 10:00:00,26892.2
2023-05-20 11:00:00,26881.7
2023-05-20 12:00:00,26898.7
2023-05-20 13:00:00,26892.2
2023-05-20 14:00:00,26923.8
2023-05-20 15:00:00,26948.0
2023-05-20 16:00:00,26919.8
2023-05-20 17:00:00,27137.9
2023-05-20 18:00:00,27028.6
2023-05-20 19:00:00,27065.2
2023-05-20 20:00:00,27013.3
2023-05-20 21:00:00,27039.5
2023-05-20 22:00:00,27067.8
2023-05-20 23:00:00,27104.6
2023-05-21 00:00:00,27244.3
2023-05-21 01:00:00,27164.8
2023-05-21 02:00:00,27172.5
2023-05-21 03:00:00,27179.5
2023-05-21 04:00:00,27128.9
2023-05-21 05:00:00,27097.1
2023-05-21 06:00:00,27084.5
2023-05-21 07:00:00,27059.1
2023-05-21 08:00:00,27046.7
2023-05-21 09:00:00,27083.6
2023-05-21 10:00:00,26954.9
2023-05-21 11:00:00,26835.2
2023-05-21 12:00:00,26928.0
2023-05-21 13:00:00,26890.8
2023-05-21 14:00:00,26894.4
2023-05-21 15:00:00,26900.0
2023-05-21 16:00:00,26886.6
2023-05-21 17:00:00,26873.6
2023-05-21 18:00:00,26870.6
2023-05-21 19:00:00,26902.4
2023-05-21 20:00:00,26841.7
2023-05-21 21:00:00,26750.1
2023-05-21 22:00:00,26758.8
2023-05-21 23:00:00,26745.6
2023-05-22 00:00:00,26657.5
2023-05-22 01:00:00,26586.4
2023-05-22 02:00:00,26652.6
2023-05-22 03:00:00,26648.9
2023-05-22 04:00:00,26696.1
2023-05-22 05:00:00,26758.4
2023-05-22 06:00:00,26824.0
2023-05-22 07:00:00,26848.0
2023-05-22 08:00:00,26828.8
2023-05-22 09:00:00,26864.0
2023-05-22 10:00:00,26835.2
2023-05-22 11:00:00,26828.5
2023-05-22 12:00:00,26733.2
2023-05-22 13:00:00,27005.5
2023-05-22 14:00:00,26958.6
2023-05-22 15:00:00,26874.7
2023-05-22 16:00:00,26872.2
2023-05-22 17:00:00,26851.5
2023-05-22 18:00:00,26881.5
2023-05-22 19:00:00,26867.3
2023-05-22 20:00:00,26891.6
2023-05-22 21:00:00,26902.5
2023-05-22 22:00:00,26874.4
